 r0_t0_l0_b0.svg,0,0,0,0
 r0_t0_l1_b1.svg,0,0,1,1
 r0_t1_l0_b1.svg,0,1,0,1
 r0_t1_l1_b0.svg,0,1,1,0
 r1_t0_l0_b1.svg,1,0,0,1
 r1_t0_l1_b0.svg,1,0,1,0
 r1_t1_l0_b0.svg,1,1,0,0
 r1_t1_l1_b1__0.svg,1,1,1,1
 r1_t1_l1_b1__1.svg,1,1,1,1
